brand_name,category,subcategory,website,founded_year,headquarters,description,shopify_confirmed,source,employee_count,founder_1,founder_2,founder_3,linkedin_1,linkedin_2,linkedin_3
Stitch Fix Kids,Baby/Kids,Clothing,stitchfix.com/kids,2017,USA,Personalized kids styling,Yes,D2C leader,,,,,,,
Hanna Andersson,Baby/Kids,Clothing,hannaandersson.com,1983,Portland OR,Quality kids Swedish basics,Yes,D2C directory,,,,,,,
Little Sleepies,Baby/Kids,Sleepwear,littlesleepies.com,2018,USA,Buttery soft bamboo sleepwear,Yes,Shopify store,,Maradith Frenkel,,,https://www.linkedin.com/search/results/all/?keywords=maradith%20frenkel%20little%20sleepies,,
Kyte Baby,Baby/Kids,Sleepwear,kytebaby.com,2014,USA,Bamboo baby sleepwear,Yes,Shopify store,,Ying Liu,,,https://www.linkedin.com/search/results/all/?keywords=ying%20liu%20kyte%20baby,,
Magnetic Me,Baby/Kids,Clothing,magneticme.com,2013,USA,Magnetic closure baby clothes,Yes,Shopify store,,,,,,,
Kickee Pants,Baby/Kids,Clothing,kickeepants.com,2005,USA,Bamboo kids clothing,Yes,Shopify store,,,,,,,
Little Blue Olive,Baby/Kids,Clothing,littleblueolive.com,2016,USA,Organic kids clothing,Yes,Industry list,,,,,,,
Colored Organics,Baby/Kids,Clothing,coloredorganics.com,2012,USA,GOTS organic baby clothes,Yes,Industry list,,,,,,,
Pehr,Baby/Kids,Nursery,pfrfrffrrtm,2010,Toronto,Nursery and kids decor,Yes,D2C directory,,,,,,,
Loulou Lollipop,Baby/Kids,Accessories,louloulollipop.com,2015,Vancouver,Teethers and baby accessories,Yes,Shopify store,,,,,,,
Honest Company,Baby/Kids,Essentials,honest.com,2011,Los Angeles CA,Non-toxic baby essentials,Yes,D2C pioneer,,Jessica Alba,Christopher Gavigan,Brian Lee,https://www.linkedin.com/in/jessicaalba/,https://www.linkedin.com/in/christophergavigan/,https://www.linkedin.com/in/brianleeent/
Coterie,Baby/Kids,Diapers,coterie.com,2019,New York NY,Premium sustainable diapers,Yes,D2C directory,,,,,,,
Kudos,Baby/Kids,Diapers,mykudos.com,2020,USA,Plant-based diapers,Yes,D2C directory,,,,,,,
Dyper,Baby/Kids,Diapers,dyper.com,2018,Scottsdale AZ,Bamboo compostable diapers,Yes,D2C directory,,,,,,,
Esembly,Baby/Kids,Cloth Diapers,esembly.com,2019,USA,Modern cloth diapers,Yes,D2C directory,,,,,,,
Ten Little,Baby/Kids,Footwear,tenlittle.com,2016,USA,Kids shoes for healthy feet,Yes,D2C directory,,,,,,,
See Kai Run,Baby/Kids,Footwear,seekairun.com,2004,Seattle WA,Kids supportive footwear,Yes,D2C directory,,,,,,,
Pediped,Baby/Kids,Footwear,pediped.com,1999,Henderson NV,Pediatrician-approved shoes,Yes,D2C directory,,,,,,,
Native Shoes,Baby/Kids,Footwear,nativeshoes.com,2009,Vancouver,Lightweight kids shoes,Yes,D2C directory,,,,,,,
Plae,Baby/Kids,Footwear,plae.com,2012,San Francisco CA,Customizable kids shoes,Yes,D2C directory,,,,,,,
Bobux,Baby/Kids,Footwear,bobux.com,1991,New Zealand/USA,Podiatry-designed kids shoes,Yes,D2C directory,,,,,,,
Birkenstock Kids,Baby/Kids,Footwear,birkenstock.com,1774,Germany/USA,Cork footbed kids sandals,Yes,D2C directory,,,,,,,
Adelisa & Co,Baby/Kids,Footwear,adelisaandco.com,2016,Nicaragua/USA,Handmade leather moccasins,Yes,Industry list,,,,,,,
Freshly Picked,Baby/Kids,Footwear,freshlypicked.com,2009,Utah,Baby moccasins,Yes,Shark Tank,72,Susan Petersen,,,https://www.linkedin.com/in/bigmamap/,,
Zutano,Baby/Kids,Clothing,zutano.com,1989,Vermont,Colorful baby clothing,Yes,D2C directory,,,,,,,
Boden,Apparel,Family,bodenusa.com,1991,UK/USA,British family fashion,Yes,D2C directory,,,,,,,
Mini Boden,Baby/Kids,Clothing,bodenusa.com/mini-boden,1996,UK/USA,British kids fashion,Yes,D2C directory,,,,,,,
Hatch,Apparel,Maternity,hatchcollection.com,2011,New York NY,Stylish maternity wear,Yes,D2C leader,,Ariane Goldman,,,https://www.linkedin.com/in/arianegoldman/,,
Storq,Apparel,Maternity,storq.com,2014,San Francisco CA,Minimalist maternity basics,Yes,D2C directory,,,,,,,
Kindred Bravely,Apparel,Maternity,kindredbravely.com,2015,USA,Nursing and maternity wear,Yes,Shopify store,,,,,,,
Seraphine,Apparel,Maternity,seraphine.com,2002,UK/USA,Celebrity maternity brand,Yes,D2C directory,,,,,,,
Pea in the Pod,Apparel,Maternity,apeainthepod.com,1982,USA,Luxury maternity,Yes,D2C directory,,,,,,,
Ingrid & Isabel,Apparel,Maternity,ingridandisabel.com,2006,San Francisco CA,Maternity basics,Yes,D2C directory,,,,,,,
Motherhood Maternity,Apparel,Maternity,motherhood.com,1982,USA,Affordable maternity,Yes,D2C directory,,,,,,,
Latched Mama,Apparel,Nursing,latchedmama.com,2014,Virginia,Nursing-friendly clothing,Yes,Shopify store,,,,,,,
Boob Design,Apparel,Maternity,boobdesign.com,1999,Sweden/USA,Sustainable maternity,Yes,D2C directory,,,,,,,
BLANQI,Apparel,Maternity,blanqi.com,2012,USA,Supportwear maternity,Yes,Shopify store,,,,,,,
Beyond Yoga,Apparel,Activewear,beyondyoga.com,2006,Los Angeles CA,Soft luxury activewear,Yes,D2C leader,,Michelle Wahler,Jodi Guber Brufsky,,https://www.linkedin.com/in/michellewahler/,https://www.linkedin.com/in/jodibrufsky/,
Sweaty Betty,Apparel,Activewear,sweatybetty.com,1998,UK/USA,Women's activewear,Yes,D2C directory,,,,,,,
Lorna Jane,Apparel,Activewear,lornajane.com,1990,Australia/USA,Active living wear,Yes,D2C directory,,,,,,,
Fabletics,Apparel,Activewear,fabletics.com,2013,Los Angeles CA,Activewear subscription,Yes,D2C leader,,,,,,,
Carbon38,Apparel,Activewear,carbon38.com,2013,Los Angeles CA,Luxury activewear marketplace,Yes,D2C directory,,,,,,,
Year of Ours,Apparel,Activewear,yearofours.com,2016,Los Angeles CA,Fashion-forward activewear,Yes,D2C directory,,,,,,,
Live The Process,Apparel,Activewear,livetheprocess.com,2014,New York NY,Mind-body activewear,Yes,D2C directory,,,,,,,
P.E Nation,Apparel,Activewear,pe-nation.com,2016,Australia/USA,Street-meets-sportswear,Yes,D2C directory,,,,,,,
Set Active,Apparel,Activewear,setactive.co,2018,Los Angeles CA,Colorful essentials activewear,Yes,D2C leader,,Lindsey Carter,,,https://www.linkedin.com/in/lindseycarter1/,,
Varley,Apparel,Activewear,varley.com,2014,Los Angeles CA,Elevated everyday active,Yes,D2C directory,,,,,,,
Koral,Apparel,Activewear,koral.com,2014,Los Angeles CA,Fashion activewear,Yes,D2C directory,,,,,,,
Terez,Apparel,Activewear,terez.com,2012,New York NY,Printed statement activewear,Yes,D2C directory,,,,,,,
Lucas Hugh,Apparel,Activewear,lucashugh.com,2010,UK/USA,Technical luxury active,Yes,D2C directory,,,,,,,
Alala,Apparel,Activewear,alalastyle.com,2014,New York NY,Fashion-forward fitness,Yes,D2C directory,,,,,,,
Ultracor,Apparel,Activewear,ultracor.com,2014,Los Angeles CA,Luxury performance wear,Yes,D2C directory,,,,,,,
Michi,Apparel,Activewear,michiny.com,2010,USA,Designer activewear,Yes,D2C directory,,,,,,,
Athleta,Apparel,Activewear,athleta.gap.com,1998,San Francisco CA,Performance lifestyle,Yes,D2C leader,,,,,,,
Manduka,Fitness,Yoga,manduka.com,1997,Los Angeles CA,Pro yoga mats and gear,Yes,D2C leader,,,,,,,
Liforme,Fitness,Yoga,liforme.com,2014,UK/USA,Alignment yoga mats,Yes,D2C directory,,,,,,,
JadeYoga,Fitness,Yoga,jadeyoga.com,2000,USA,Eco rubber yoga mats,Yes,D2C directory,,,,,,,
Gaiam,Fitness,Yoga,gaiam.com,1988,Louisville CO,Yoga and wellness products,Yes,D2C directory,,,,,,,
Halfmoon,Fitness,Yoga,halfmoon.ca,1986,Canada/USA,Yoga props and bolsters,Yes,D2C directory,,,,,,,
Bala,Fitness,Weights,shopbala.com,2018,Los Angeles CA,Stylish workout weights,Yes,Shark Tank,,Natalie Holloway,Maximilian Kislevitz,,https://www.linkedin.com/search/results/all/?keywords=natalie%20holloway%20bala,https://www.linkedin.com/in/maximilian-kislevitz-12b147b/,
MIRROR,Fitness,Smart,mirror.co,2016,New York NY,Interactive home gym (Lululemon),Yes,D2C pioneer,,,,,,,
Tempo,Fitness,Smart,tempo.fit,2015,San Francisco CA,AI home gym,Yes,D2C leader,,,,,,,
NordicTrack,Fitness,Equipment,nordictrack.com,1975,Logan UT,Connected cardio equipment,Yes,D2C directory,,,,,,,
Hydrow,Fitness,Rowing,hydrow.com,2017,Boston MA,Connected rowing machine,Yes,D2C leader,,,,,,,
Ergatta,Fitness,Rowing,ergatta.com,2019,Brooklyn NY,Gaming-based rowing,Yes,D2C directory,,,,,,,
Liteboxer,Fitness,Boxing,liteboxer.com,2019,USA,Connected boxing trainer,Yes,D2C directory,,,,,,,
FightCamp,Fitness,Boxing,fightcamp.com,2018,USA,At-home boxing gym,Yes,D2C leader,,,,,,,
Therabody,Wellness,Recovery,therabody.com,2016,Los Angeles CA,Theragun massage devices,Yes,D2C leader,,,,,,,
Hyperice,Wellness,Recovery,hyperice.com,2010,Los Angeles CA,Recovery technology,Yes,D2C leader,,,,,,,
RecoverFun,Wellness,Recovery,recoverfun.com,2019,USA,Affordable massage guns,Yes,D2C directory,,,,,,,
Chirp,Wellness,Recovery,gochirp.com,2017,USA,Back pain wheel,Yes,Shark Tank,,,,,,,
Pso-Rite,Wellness,Recovery,pso-rite.com,2016,USA,Psoas muscle release tool,Yes,D2C directory,,,,,,,
Renpho,Wellness,Recovery,renpho.com,2015,USA,Smart health devices,Yes,D2C directory,,,,,,,
Hypervolt,Wellness,Recovery,hyperice.com/hypervolt,2017,Los Angeles CA,Percussion massage,Yes,D2C leader,,,,,,,
Whoop,Wellness,Wearables,whoop.com,2012,Boston MA,Fitness wearable strap,Yes,D2C leader,,,,,,,
Oura,Wellness,Wearables,ouraring.com,2013,Finland/USA,Health tracking ring,Yes,D2C leader,,,,,,,
Levels,Wellness,Health Tech,levels.link,2019,USA,Metabolic health CGM,Yes,D2C leader,,,,,,,
Nutrisense,Wellness,Health Tech,nutrisense.io,2019,Chicago IL,CGM metabolic tracking,Yes,D2C directory,,,,,,,
Eight Sleep,Sleep,Smart,eightsleep.com,2014,New York NY,Smart temperature mattress,Yes,D2C leader,,,,,,,
Gravity Blankets,Sleep,Weighted,gravityblankets.com,2017,Brooklyn NY,Weighted blankets pioneer,Yes,Kickstarter,,,,,,,
Bearaby,Sleep,Weighted,bearaby.com,2018,USA,Hand-knit weighted blankets,Yes,D2C directory,,,,,,,
Helix Sleep,Sleep,Mattresses,helixsleep.com,2015,New York NY,Personalized mattresses,Yes,D2C leader,,,,,,,
Leesa,Sleep,Mattresses,leesa.com,2015,Virginia Beach VA,Social impact mattress,Yes,D2C leader,,,,,,,
Purple,Sleep,Mattresses,purple.com,2016,Alpine UT,Grid technology mattress,Yes,D2C leader,,,,,,,
Saatva,Sleep,Mattresses,saatva.com,2010,Austin TX,Luxury eco mattresses,Yes,D2C leader,,,,,,,
Avocado,Sleep,Mattresses,avocadogreenmattress.com,2016,Hoboken NJ,Organic green mattresses,Yes,D2C leader,,,,,,,
Birch,Sleep,Mattresses,birchliving.com,2019,New York NY,Natural organic mattress,Yes,D2C directory,,,,,,,
Awara,Sleep,Mattresses,awarasleep.com,2019,USA,Luxury natural hybrid,Yes,D2C directory,,,,,,,
Tuft & Needle,Sleep,Mattresses,tuftandneedle.com,2012,Phoenix AZ,Honest simple mattress,Yes,D2C pioneer,,,,,,,
Nectar,Sleep,Mattresses,nectarsleep.com,2016,USA,Memory foam value,Yes,D2C directory,,,,,,,
DreamCloud,Sleep,Mattresses,dreamcloudsleep.com,2018,USA,Luxury hybrid mattress,Yes,D2C directory,,,,,,,
Molecule,Sleep,Mattresses,onmolecule.com,2018,USA,Air-engineered sleep,Yes,D2C directory,,,,,,,
Coop Home Goods,Sleep,Pillows,coophomegoods.com,2013,USA,Adjustable fill pillows,Yes,D2C leader,,,,,,,
Buffy,Sleep,Bedding,buffy.co,2017,New York NY,Cloud-soft comforters,Yes,D2C leader,,,,,,,
Ettitude,Sleep,Bedding,ettitude.com,2014,Los Angeles CA,Bamboo lyocell bedding,Yes,D2C directory,,,,,,,
Cozy Earth,Sleep,Bedding,cozyearth.com,2008,USA,Bamboo bedding Oprah favorite,Yes,D2C directory,,,,,,,
Sheets & Giggles,Sleep,Bedding,sheetsgiggles.com,2018,Denver CO,Eucalyptus lyocell sheets,Yes,D2C directory,,,,,,,
Lunya,Apparel,Sleepwear,lunya.co,2014,Los Angeles CA,Washable silk sleepwear,Yes,D2C leader,,,,,,,
Eberjey,Apparel,Sleepwear,eberjey.com,1996,Miami FL,Soft lounge and sleep,Yes,D2C directory,,,,,,,
Printfresh,Apparel,Sleepwear,printfresh.com,2016,Philadelphia PA,Printed pajamas,Yes,D2C directory,,,,,,,
Lake Pajamas,Apparel,Sleepwear,lakepajamas.com,2015,USA,Pima cotton PJs,Yes,D2C leader,,,,,,,
Petite Plume,Apparel,Sleepwear,petite-plume.com,2016,New York NY,Family cotton PJs,Yes,D2C directory,,,,,,,
Hill House Home,Apparel,Dresses,hillhousehome.com,2016,New York NY,Nap dress phenomenon,Yes,D2C leader,,,,,,,
Doen,Apparel,Dresses,shopdoen.com,2015,Los Angeles CA,Vintage-inspired feminine,Yes,D2C leader,,,,,,,
Christy Dawn,Apparel,Dresses,christydawn.com,2013,Los Angeles CA,Deadstock fabric dresses,Yes,D2C directory,,,,,,,
Reformation,Apparel,Sustainable,thereformation.com,2009,Los Angeles CA,Sustainable fashion forward,Yes,D2C leader,,,,,,,
Amour Vert,Apparel,Sustainable,amourvert.com,2010,San Francisco CA,Zero-waste fashion,Yes,D2C directory,,,,,,,
Eileen Fisher,Apparel,Sustainable,eileenfisher.com,1984,Irvington NY,Timeless sustainable,Yes,D2C leader,,,,,,,
Mara Hoffman,Apparel,Sustainable,marahoffman.com,2000,New York NY,Sustainable prints,Yes,D2C directory,,,,,,,
Whimsy + Row,Apparel,Sustainable,whimsyandrow.com,2014,Los Angeles CA,California sustainable,Yes,D2C directory,,,,,,,
Boyish Jeans,Apparel,Denim,boyish.com,2018,Los Angeles CA,Sustainable denim,Yes,D2C directory,,,,,,,
DL1961,Apparel,Denim,dl1961.com,2008,New York NY,Sustainable stretch denim,Yes,D2C directory,,,,,,,
AGOLDE,Apparel,Denim,agolde.com,2014,Los Angeles CA,Vintage-inspired denim,Yes,D2C leader,,,,,,,
Citizens of Humanity,Apparel,Denim,citizensofhumanity.com,2003,Los Angeles CA,Premium denim,Yes,D2C leader,,,,,,,
Mother Denim,Apparel,Denim,motherdenim.com,2010,Los Angeles CA,Irreverent premium denim,Yes,D2C directory,,,,,,,
FRAME,Apparel,Denim,frame-store.com,2012,Los Angeles CA,LA-Paris denim,Yes,D2C leader,,,,,,,
Rag & Bone,Apparel,Denim,rag-bone.com,2002,New York NY,Refined streetwear denim,Yes,D2C leader,,,,,,,
Buck Mason,Apparel,Menswear,buckmason.com,2013,Los Angeles CA,American quality menswear,Yes,D2C leader,,,,,,,
Taylor Stitch,Apparel,Menswear,taylorstitch.com,2008,San Francisco CA,Crowdsourced menswear,Yes,D2C leader,,,,,,,
Rhone,Apparel,Menswear,rhone.com,2014,Stamford CT,Premium men's activewear,Yes,D2C leader,,,,,,,
Mack Weldon,Apparel,Menswear,mackweldon.com,2012,New York NY,Men's basics innovation,Yes,D2C leader,,,,,,,
Mizzen+Main,Apparel,Menswear,mizzenandmain.com,2012,Dallas TX,Performance dress shirts,Yes,D2C leader,,,,,,,
Untuckit,Apparel,Menswear,untuckit.com,2011,New York NY,Shirts designed untucked,Yes,D2C leader,,,,,,,
Ministry of Supply,Apparel,Menswear,ministryofsupply.com,2012,Boston MA,Performance professional,Yes,D2C leader,,,,,,,
State & Liberty,Apparel,Menswear,stateandliberty.com,2017,Chicago IL,Athletic fit dress shirts,Yes,D2C directory,,,,,,,
Twillory,Apparel,Menswear,twillory.com,2012,USA,Performance work shirts,Yes,D2C directory,,,,,,,
True Classic,Apparel,Menswear,trueclassictees.com,2019,Los Angeles CA,Perfect fit tees,Yes,D2C leader,,,,,,,
Fresh Clean Tees,Apparel,Menswear,freshcleantees.com,2015,Los Angeles CA,Crew neck tee subscription,Yes,D2C directory,,,,,,,
INTO THE AM,Apparel,Menswear,intotheam.com,2012,USA,Graphic tees EDM culture,Yes,D2C directory,,,,,,,
BYLT Basics,Apparel,Menswear,byltbasics.com,2017,Utah,Premium basics,Yes,D2C directory,,,,,,,
Proper Cloth,Apparel,Menswear,propercloth.com,2008,New York NY,Custom dress shirts,Yes,D2C leader,,,,,,,
Ledbury,Apparel,Menswear,ledbury.com,2009,Richmond VA,Quality dress shirts,Yes,D2C directory,,,,,,,
Ratio Clothing,Apparel,Menswear,ratioclothing.com,2011,Denver CO,Custom shirts,Yes,D2C directory,,,,,,,
Stantt,Apparel,Menswear,stantt.com,2014,New York NY,75-size dress shirts,Yes,D2C directory,,,,,,,
Alton Lane,Apparel,Menswear,altonlane.com,2009,New York NY,Custom suiting,Yes,D2C directory,,,,,,,
Indochino,Apparel,Menswear,indochino.com,2007,Vancouver,Made-to-measure suits,Yes,D2C leader,,,,,,,
Black Lapel,Apparel,Menswear,blacklapel.com,2008,New York NY,Custom suits online,Yes,D2C directory,,,,,,,
Suit Supply,Apparel,Menswear,suitsupply.com,2000,Netherlands/USA,Premium accessible suits,Yes,D2C directory,,,,,,,
Generation Tux,Apparel,Menswear,generationtux.com,2014,USA,Tuxedo rental,Yes,D2C directory,,,,,,,
The Black Tux,Apparel,Menswear,theblacktux.com,2013,Los Angeles CA,Premium tux rental,Yes,D2C leader,,,,,,,
Menguin,Apparel,Menswear,menguin.com,2012,USA,Tux rental innovator,Yes,D2C directory,,,,,,,
Sid Mashburn,Apparel,Menswear,sidmashburn.com,2007,Atlanta GA,Southern style haberdashery,Yes,D2C directory,,,,,,,
Todd Snyder,Apparel,Menswear,toddsnyder.com,2011,New York NY,Modern American sportswear,Yes,D2C leader,,,,,,,
Faherty,Apparel,Menswear,fahertybrand.com,2013,New York NY,Sustainable coastal style,Yes,D2C leader,,,,,,,
Marine Layer,Apparel,Casualwear,marinelayer.com,2009,San Francisco CA,Absurdly soft clothing,Yes,D2C leader,,,,,,,
Outerknown,Apparel,Sustainable,outerknown.com,2015,California,Kelly Slater sustainable,Yes,D2C directory,,,,,,,
Patagonia,Apparel,Outdoor,patagonia.com,1973,Ventura CA,Environmental activism gear,Yes,D2C leader,,,,,,,
prAna,Apparel,Outdoor,prana.com,1992,Carlsbad CA,Yoga outdoor lifestyle,Yes,D2C directory,,,,,,,
Title Nine,Apparel,Women's Active,titlenine.com,1989,Emeryville CA,Women's athletic,Yes,D2C directory,,,,,,,
Athleta,Apparel,Women's Active,athleta.com,1998,San Francisco CA,Women's performance,Yes,Gap D2C,,,,,,,
Bandier,Apparel,Activewear,bandier.com,2014,New York NY,Luxury activewear retail,Yes,D2C directory,,,,,,,
J.Crew,Apparel,Casualwear,jcrew.com,1983,New York NY,American prep style,Yes,D2C leader,,,,,,,
Madewell,Apparel,Casualwear,madewell.com,2006,New York NY,Denim-centric casual,Yes,D2C leader,,,,,,,
& Other Stories,Apparel,Women's,stories.com,2013,Sweden/USA,Fashion-forward feminine,Yes,D2C directory,,,,,,,
COS,Apparel,Minimalist,cos.com,2007,UK/USA,Elevated basics,Yes,D2C directory,,,,,,,
Arket,Apparel,Minimalist,arket.com,2017,Sweden/USA,Nordic minimalism,Yes,D2C directory,,,,,,,
Aritzia,Apparel,Women's,aritzia.com,1984,Vancouver/USA,Everyday luxury,Yes,D2C leader,,,,,,,
Frank And Oak,Apparel,Sustainable,frankandoak.com,2012,Montreal,Sustainable essentials,Yes,D2C directory,,,,,,,
Encircled,Apparel,Sustainable,encircled.co,2012,Toronto,Versatile travel wear,Yes,D2C directory,,,,,,,
Naadam,Apparel,Cashmere,naadam.co,2013,New York NY,Sustainable cashmere,Yes,D2C leader,,,,,,,
Quince,Apparel,Value Luxury,onequince.com,2018,San Francisco CA,Luxury at fair prices,Yes,D2C leader,,,,,,,
Italic,Apparel,Unbranded Luxury,italic.com,2018,Los Angeles CA,Unbranded luxury goods,Yes,D2C directory,,,,,,,
Cuyana,Apparel,Essentials,cuyana.com,2011,San Francisco CA,Fewer better things,Yes,D2C leader,,,,,,,
M.M.LaFleur,Apparel,Workwear,mmlafleur.com,2013,New York NY,Workwear for women,Yes,D2C leader,,,,,,,
Of Mercer,Apparel,Workwear,ofmercer.com,2016,New York NY,Effortless professional,Yes,D2C directory,,,,,,,
Argent,Apparel,Workwear,argent.com,2016,New York NY,Powerful workwear,Yes,D2C directory,,,,,,,
Universal Standard,Apparel,Inclusive,universalstandard.com,2015,New York NY,Size-inclusive quality,Yes,D2C leader,,,,,,,
11 Honore,Apparel,Plus Size,11honore.com,2017,Los Angeles CA,Luxury plus size,Yes,D2C directory,,,,,,,
Eloquii,Apparel,Plus Size,eloquii.com,2011,New York NY,Plus size fashion,Yes,D2C leader,,,,,,,
Torrid,Apparel,Plus Size,torrid.com,2001,City of Industry CA,Plus size trendy,Yes,D2C leader,,,,,,,
Lane Bryant,Apparel,Plus Size,lanebryant.com,1904,New Jersey,Plus size pioneer,Yes,D2C directory,,,,,,,
Good American,Apparel,Inclusive,goodamerican.com,2016,Los Angeles CA,Inclusive denim,Yes,D2C leader,,,,,,,
Spanx,Apparel,Shapewear,spanx.com,2000,Atlanta GA,Shapewear pioneer,Yes,D2C leader,,,,,,,
Skims,Apparel,Shapewear,skims.com,2019,Los Angeles CA,Inclusive shapewear,Yes,D2C leader,,,,,,,
ThirdLove,Apparel,Intimates,thirdlove.com,2013,San Francisco CA,Perfect fit bras,Yes,D2C leader,,,,,,,
Lively,Apparel,Intimates,wearlively.com,2016,New York NY,Leisurée bras,Yes,D2C leader,,,,,,,
Parade,Apparel,Underwear,yourparade.com,2019,New York NY,Sustainable undies,Yes,D2C leader,,,,,,,
MeUndies,Apparel,Underwear,meundies.com,2011,Los Angeles CA,Soft underwear subscription,Yes,D2C leader,,,,,,,
Bombas,Apparel,Socks,bombas.com,2013,New York NY,Comfort socks give-back,Yes,D2C leader,,,,,,,
Stance,Apparel,Socks,stance.com,2009,San Clemente CA,Expressive socks,Yes,D2C leader,,,,,,,
Darn Tough,Apparel,Socks,darntough.com,1978,Northfield VT,Lifetime guarantee socks,Yes,D2C directory,,,,,,,
Smartwool,Apparel,Socks,smartwool.com,1994,Steamboat Springs CO,Merino wool socks,Yes,D2C directory,,,,,,,
Farm Rio,Apparel,Prints,farmrio.com,1997,Brazil/USA,Brazilian tropical prints,Yes,D2C directory,,,,,,,
Johnny Was,Apparel,Bohemian,johnnywas.com,1987,Los Angeles CA,Bohemian embroidered,Yes,D2C directory,,,,,,,
Free People,Apparel,Bohemian,freepeople.com,1970,Philadelphia PA,Bohemian lifestyle,Yes,D2C leader,,,,,,,
Spell,Apparel,Bohemian,spelldesigns.com,2008,Australia/USA,Bohemian Australian,Yes,D2C directory,,,,,,,
Cleobella,Apparel,Bohemian,cleobella.com,2006,Bali/USA,Handcrafted bohemian,Yes,D2C directory,,,,,,,
Faithfull the Brand,Apparel,Resort,faithfullthebrand.com,2012,Bali/USA,Bali-inspired resortwear,Yes,D2C directory,,,,,,,
Show Me Your Mumu,Apparel,Event,showmeyourmumu.com,2010,Los Angeles CA,Event and bridesmaid,Yes,D2C directory,,,,,,,
Birdy Grey,Apparel,Bridesmaid,birdygrey.com,2017,Los Angeles CA,$99 bridesmaid dresses,Yes,D2C leader,,,,,,,
Azazie,Apparel,Bridesmaid,azazie.com,2014,San Jose CA,Affordable bridesmaids,Yes,D2C leader,,,,,,,
Jenny Yoo,Apparel,Bridal,jennyyoo.com,2002,Los Angeles CA,Modern bridal,Yes,D2C directory,,,,,,,
BHLDN,Apparel,Bridal,bhldn.com,2011,Philadelphia PA,Anthropologie weddings,Yes,D2C leader,,,,,,,
Grace Loves Lace,Apparel,Bridal,graceloveslace.com,2010,Australia/USA,Modern boho bridal,Yes,D2C directory,,,,,,,
Revelry,Apparel,Bridesmaid,shoprevelry.com,2013,Austin TX,Try-at-home bridesmaids,Yes,D2C directory,,,,,,,
Park and Fifth,Apparel,Bridesmaid,parkandfifth.com,2019,USA,Modern bridesmaids,Yes,D2C directory,,,,,,,
David's Bridal,Apparel,Bridal,davidsbridal.com,1950,Pennsylvania,Accessible bridal,Yes,D2C leader,,,,,,,
Rent the Runway,Apparel,Rental,renttherunway.com,2009,New York NY,Fashion rental pioneer,Yes,D2C pioneer,,,,,,,
Nuuly,Apparel,Rental,nuuly.com,2019,Philadelphia PA,URBN clothing rental,Yes,D2C directory,,,,,,,
Gwynnie Bee,Apparel,Rental,gwynniebee.com,2011,New York NY,Plus size rental,Yes,D2C directory,,,,,,,
ThredUp,Apparel,Resale,thredup.com,2009,Oakland CA,Online thrift pioneer,Yes,D2C leader,,,,,,,
Poshmark,Apparel,Resale,poshmark.com,2011,Redwood City CA,Social resale marketplace,Yes,D2C leader,,,,,,,
Depop,Apparel,Resale,depop.com,2011,UK/USA,Gen Z resale,Yes,D2C leader,,,,,,,
The RealReal,Apparel,Luxury Resale,therealreal.com,2011,San Francisco CA,Authenticated luxury resale,Yes,D2C leader,,,,,,,
Vestiaire Collective,Apparel,Luxury Resale,vestiairecollective.com,2009,France/USA,Curated luxury resale,Yes,D2C directory,,,,,,,
Rebag,Apparel,Luxury Resale,rebag.com,2014,New York NY,Luxury handbag resale,Yes,D2C directory,,,,,,,
Tradesy,Apparel,Resale,tradesy.com,2012,Santa Monica CA,Luxury and everyday resale,Yes,D2C directory,,,,,,,
Recurate,Apparel,Resale,recurate.com,2019,New York NY,Brand resale platform,Yes,D2C directory,,,,,,,
Archive,Apparel,Resale,archivefashion.com,2020,New York NY,Branded resale infrastructure,Yes,D2C directory,,,,,,,
Trove,Apparel,Resale,trove.com,2012,San Francisco CA,White-label resale,Yes,D2C directory,,,,,,,
Arrive,Apparel,Resale,arriveoutdoors.com,2019,USA,Outdoor gear rental,Yes,D2C directory,,,,,,,
Ski Butlers,Services,Rental,skibutlers.com,2004,Park City UT,Ski rental delivery,Yes,D2C directory,,,,,,,
Getaway,Services,Travel,getaway.house,2015,Brooklyn NY,Cabin tiny house escapes,Yes,D2C leader,,,,,,,
Hipcamp,Services,Travel,hipcamp.com,2013,San Francisco CA,Camping airbnb,Yes,D2C leader,,,,,,,
Tentrr,Services,Camping,tentrr.com,2015,New York NY,Glamping platform,Yes,D2C directory,,,,,,,
AutoCamp,Services,Travel,autocamp.com,2013,San Francisco CA,Airstream glamping,Yes,D2C directory,,,,,,,
Collective Retreats,Services,Travel,collectiveretreats.com,2016,New York NY,Luxury outdoor retreats,Yes,D2C directory,,,,,,,
Under Canvas,Services,Travel,undercanvas.com,2012,Bozeman MT,Safari-style camping,Yes,D2C directory,,,,,,,
Snow Peak,Outdoor,Gear,snowpeak.com,1958,Japan/USA,Japanese camping gear,Yes,D2C directory,,,,,,,
Helinox,Outdoor,Furniture,helinox.com,2009,Korea/USA,Ultralight camp furniture,Yes,D2C directory,,,,,,,
Big Agnes,Outdoor,Tents,bigagnes.com,2001,Steamboat Springs CO,Ultralight tents and bags,Yes,D2C directory,,,,,,,
NEMO Equipment,Outdoor,Tents,nemoequipment.com,2002,Dover NH,Innovative outdoor gear,Yes,D2C directory,,,,,,,
